	443.632	555.976	778.2	861.731	1032.517	1068.969	1105.186	1201.809	1471.769	1595.269	1690.107	Type
1	0.3677545	0.595345829	0.618145389	0	0.085558746	0.585086641	0.116551563	1	0.597690462	0.614896987	0.612535868	0
2	0.399904855	0.59863462	0.568425474	0	0.21873972	0.547769615	0.112843024	1	0.571195054	0.65621492	0.604694043	0
3	0.463430148	0.587450083	0.5494332	0	0.259568477	0.563210302	0.095024442	1	0.536008079	0.651382189	0.604202889	0
4	0.612986324	0.724374671	0.759229223	0	0.813950591	0.773341807	0.46736588	1	0.726927976	0.906653796	0.762961412	0
5	0.65153012	0.726597203	0.767011227	0	0.672629039	0.697763728	0.389987271	1	0.784180141	0.939743072	0.792655284	0
6	0.68427684	0.793415179	0.920001216	0	0.799957276	0.788290014	0.489694698	0.933640917	0.850133768	1	0.914089614	0
7	0.410872936	0.575193625	0.55870095	0	0.472062376	0.497267159	0.074084311	1	0.58087585	0.786942381	0.579273728	0
8	0.337984676	0.546394232	0.55500962	0	0.636276422	0.546349075	0.18018625	1	0.59006384	0.743337471	0.590761058	0
9	0.417320387	0.601567381	0.582175835	0	0.513008367	0.570138873	0.245789296	1	0.620971756	0.862447916	0.608376743	0
10	0.702486736	0.776482983	0.79446318	0	0.768025474	0.64216589	0.412913841	0.846228957	0.838667477	1	0.828023859	0
11	0.668339671	0.727517917	0.74919834	0	0.409177692	0.59948644	0.233613886	0.832147139	0.815839291	1	0.76404759	0
12	0.528629097	0.559751664	0.62333176	0	0.559384688	0.620353889	0.305323611	1	0.625651517	0.84526592	0.647192717	0
13	0.57841686	0.647942509	0.524357352	0	0.471015067	0.708247607	0.466441887	1	0.61056088	0.916158086	0.591064169	0
14	0.356067159	0.586223642	0.482657631	0	0.283190382	0.642070496	0.04027345	1	0.657428633	0.789704899	0.670475629	0
15	0.646636746	0.769909175	0.753074161	0.314372512	0	0.774879182	0.457036257	1	0.774648066	0.899364555	0.767163795	0
16	0.506029925	0.245217263	0.71163208	0.144782295	0.819695446	0.648608609	0.741188864	1	0	0.482211604	0.795673957	0
17	0.862347827	0.617109968	0.42343526	0.392117721	0.34951381	0.669660785	1	0.804378653	0	0.735306908	0.842081636	0
18	0.239573436	0.439062411	0.263562642	0.095152507	0.160588632	0.301957701	0.606268598	1	0.191372046	0.265229131	0	0
19	0.750413092	0.032449834	0.817735848	0.966595511	0.542073422	0.751222077	0.824596504	1	0	0.749771156	0.631337093	0
20	0.730599265	0	0.837428787	0.988528004	0.596750654	0.747611643	0.840700664	1	0.115156409	0.752683234	0.670107501	0
21	0.700976353	0	0.859687909	1	0.58708774	0.718015508	0.838206704	0.985633162	0.126123956	0.708626536	0.632711522	0
1	0.406136377	0.258942163	0.49973384	1	0.457115886	0.403816803	0.287964082	0.438940705	0.481389549	0.214104206	0	1
2	0.111648525	0.188960568	0.122999322	1	0.185149878	0.293289387	0	0.198254732	0.258159244	0.212519319	0.086406221	1
3	0.324727414	0.465840547	0.250553049	1	0.442161654	0.146159197	0.244872571	0.247832268	0.472469143	0	0.049476825	1
4	0.876070528	0.823655857	0.962523573	0.821313772	0.253531736	0.78945894	0.981676799	0.747183216	0	1	0.606094955	1
5	0.632375427	0.704296537	0.548127447	0.73167631	0.523001663	0.6330689	0.610287495	0.740602553	0	1	0.449577286	1
6	0.439141197	0.367972884	0	0.836081749	0.474574418	0.457024883	0.716253231	0.37436375	0.042533655	1	0.278612422	1
7	0.312448414	0.220398015	0.048655605	0.271138065	0	0.23541877	0.269938598	0.001640989	0.290734151	1	0.233830332	1
8	0.318297844	0.674297754	0.690731275	0.272295672	0.270888196	0.355783927	0.968871604	0	0.915474642	1	0.716708138	1
9	0.497433168	0	0.114243126	0.193243459	0.120942832	0.030410753	0.245628519	0.061547939	0.536928682	1	0.460031824	1
10	0.163512524	0	0.002344433	0.206403962	0.288652745	0.13244236	0.049196074	1	0.196071846	0.864280539	0.43199996	1
11	0.340829907	0.371950597	0.272123135	0.663448971	0.370934046	0.219135675	0.307019931	0.607298271	0	1	0.574093281	1
12	4.68E-04	0.401268789	0.242588222	1	0.420654289	0.531186225	0.442351202	0.223091419	0.173051516	0.387426964	0	1
